Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,380  459    0    0,1.0
2.0,7.0,Undirected,1,415  496    0    0,1.0
3.0,6.0,Undirected,2,355  393    0    0,1.0
4.0,6.0,Undirected,3,233  255    0    0,1.0
5.0,8.0,Undirected,4,376  409    0    0,1.0
6.0,8.0,Undirected,5,253  283    0    0,1.0
7.0,14.0,Undirected,6,212  270    0    0,1.0
8.0,13.0,Undirected,7,389  425    0    0,1.0
8.0,15.0,Undirected,8,545  599    0    0,1.0
9.0,11.0,Undirected,9,324  360    0    0,1.0
10.0,11.0,Undirected,10,389  460    0    0,1.0
11.0,13.0,Undirected,11,309  352    0    0,1.0
11.0,42.0,Undirected,12,323  380    0    0,1.0
12.0,17.0,Undirected,13,224  308    0    0,1.0
12.0,25.0,Undirected,14,220  290    0    0,1.0
12.0,28.0,Undirected,15,384  462    0    0,1.0
12.0,30.0,Undirected,16,360  432    0    0,1.0
12.0,42.0,Undirected,17,281  342    0    0,1.0
13.0,16.0,Undirected,18,271  315    0    0,1.0
13.0,42.0,Undirected,19,311  342    0    0,1.0
14.0,15.0,Undirected,20,400  469    0    0,1.0
14.0,16.0,Undirected,21,513  586    0    0,1.0
14.0,17.0,Undirected,22,308  366    0    0,1.0
14.0,31.0,Undirected,23,272  328    0    0,1.0
15.0,17.0,Undirected,24,271  315    0    0,1.0
16.0,17.0,Undirected,25,184  222    0    0,1.0
17.0,18.0,Undirected,26,197  234    0    0,1.0
17.0,30.0,Undirected,27,323  411    0    0,1.0
18.0,19.0,Undirected,28,113  172    0    0,1.0
18.0,31.0,Undirected,29,155  217    1   56,1.0
19.0,20.0,Undirected,30,204  246    0    0,1.0
19.0,21.0,Undirected,31,115  159    0    0,1.0
19.0,32.0,Undirected,32,272  348    0    0,1.0
20.0,21.0,Undirected,33,36  79   0  20,1.0
20.0,30.0,Undirected,34,250  343    0    0,1.0
21.0,22.0,Undirected,35,168  190    0    0,1.0
22.0,23.0,Undirected,36,356  375    0    0,1.0
24.0,25.0,Undirected,37,356  431    0    0,1.0
24.0,26.0,Undirected,38,290  337    0    0,1.0
24.0,30.0,Undirected,39,191  262    0    0,1.0
25.0,27.0,Undirected,40,477  549    0    0,1.0
27.0,29.0,Undirected,41,493  556    0    0,1.0
31.0,32.0,Undirected,42,296  372    0    0,1.0
31.0,33.0,Undirected,43,297  368    0    0,1.0
32.0,34.0,Undirected,44,395  456    0    0,1.0
32.0,37.0,Undirected,45,246  327    0    0,1.0
33.0,37.0,Undirected,46,377  448    0    0,1.0
34.0,35.0,Undirected,47,505  580    0    0,1.0
34.0,36.0,Undirected,48,557  637    0    0,1.0
37.0,38.0,Undirected,49,393  451    0    0,1.0
37.0,39.0,Undirected,50,217  327    3  105,1.0
38.0,40.0,Undirected,51,456  526    0    0,1.0
38.0,41.0,Undirected,52,619  702    0    0,1.0
