Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,18  89  13  18,1.0
2.0,7.0,Undirected,1,76  265   54  138,1.0
3.0,6.0,Undirected,2,20  114   15   65,1.0
4.0,6.0,Undirected,3,49  240   22   66,1.0
5.0,8.0,Undirected,4,55  277   38   87,1.0
6.0,8.0,Undirected,5,87  406   30   50,1.0
7.0,14.0,Undirected,6,73  394   17   53,1.0
8.0,13.0,Undirected,7,24  104    6   15,1.0
8.0,15.0,Undirected,8,95  593   29   95,1.0
9.0,11.0,Undirected,9,31  105    9   20,1.0
10.0,11.0,Undirected,10,12  77   7  31,1.0
11.0,13.0,Undirected,11,3  30   0   2,1.0
11.0,42.0,Undirected,12,47  182   19   48,1.0
12.0,17.0,Undirected,13,89  372   18   51,1.0
12.0,25.0,Undirected,14,131  495   25   50,1.0
12.0,28.0,Undirected,15,32  127    9    7,1.0
12.0,30.0,Undirected,16,50  201    7   22,1.0
12.0,42.0,Undirected,17,90  304   17   18,1.0
13.0,16.0,Undirected,18,29  134    3   13,1.0
13.0,42.0,Undirected,19,33  98   4  10,1.0
14.0,15.0,Undirected,20,75  376   11   28,1.0
14.0,16.0,Undirected,21,43  140    9   15,1.0
14.0,17.0,Undirected,22,75  369   37   84,1.0
14.0,31.0,Undirected,23,164  743   56   88,1.0
15.0,17.0,Undirected,24,97  503   29  105,1.0
16.0,17.0,Undirected,25,33  80  10  18,1.0
17.0,18.0,Undirected,26,130  539   11   30,1.0
17.0,30.0,Undirected,27,114  497   45   94,1.0
18.0,19.0,Undirected,28,52  183    7   26,1.0
18.0,31.0,Undirected,29,92  299   22   38,1.0
19.0,20.0,Undirected,30,49  213   24   53,1.0
19.0,21.0,Undirected,31,93  292   38   56,1.0
19.0,32.0,Undirected,32,80  273   13   23,1.0
20.0,21.0,Undirected,33,60  219   28   39,1.0
20.0,30.0,Undirected,34,174  668   49   84,1.0
21.0,22.0,Undirected,35,71  268   21   21,1.0
22.0,23.0,Undirected,36,25  107   14    9,1.0
24.0,25.0,Undirected,37,58  217   40   91,1.0
24.0,26.0,Undirected,38,50  175   17   17,1.0
24.0,30.0,Undirected,39,108  365   27   64,1.0
25.0,27.0,Undirected,40,69  294   36   42,1.0
27.0,29.0,Undirected,41,26  80  14  15,1.0
31.0,32.0,Undirected,42,102  414   32   51,1.0
31.0,33.0,Undirected,43,102  422   30   48,1.0
32.0,34.0,Undirected,44,93  366   22   27,1.0
32.0,37.0,Undirected,45,162  543   36   85,1.0
33.0,37.0,Undirected,46,62  292   29   44,1.0
34.0,35.0,Undirected,47,14  58   7  11,1.0
34.0,36.0,Undirected,48,185  272  125   55,1.0
37.0,38.0,Undirected,49,162  642   38   82,1.0
37.0,39.0,Undirected,50,38  139   15   17,1.0
38.0,40.0,Undirected,51,27  129    6    9,1.0
38.0,41.0,Undirected,52,60  224   29   34,1.0
