Source,Target,Type,Id,Label,Weight
2.0,7.0,Undirected,0,0  1  0  0,1.0
7.0,14.0,Undirected,1,0  1  0  0,1.0
13.0,16.0,Undirected,2,0  2  0  0,1.0
14.0,16.0,Undirected,3,0  1  0  0,1.0
14.0,17.0,Undirected,4,0  2  0  0,1.0
14.0,31.0,Undirected,5,0  3  0  0,1.0
15.0,17.0,Undirected,6,0  2  0  0,1.0
17.0,30.0,Undirected,7,0  4  0  0,1.0
19.0,20.0,Undirected,8,0  1  0  0,1.0
19.0,21.0,Undirected,9,0  4  0  0,1.0
19.0,32.0,Undirected,10,0  5  0  0,1.0
20.0,21.0,Undirected,11,0  1  0  0,1.0
20.0,30.0,Undirected,12,0  2  0  0,1.0
21.0,22.0,Undirected,13,0  1  0  0,1.0
24.0,26.0,Undirected,14,0  2  0  0,1.0
24.0,30.0,Undirected,15,0  2  0  0,1.0
31.0,32.0,Undirected,16,0  3  0  0,1.0
32.0,34.0,Undirected,17,0  1  0  0,1.0
32.0,37.0,Undirected,18,0  4  0  0,1.0
33.0,37.0,Undirected,19,0  1  0  0,1.0
37.0,38.0,Undirected,20,0  2  0  0,1.0
37.0,39.0,Undirected,21,0  2  0  0,1.0
38.0,40.0,Undirected,22,0  1  0  0,1.0
38.0,41.0,Undirected,23,0  1  0  0,1.0
