Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,23437  116053      17    8130,1.0
2.0,7.0,Undirected,1,23222  119006      65    9453,1.0
3.0,6.0,Undirected,2,22752  130346     121   15349,1.0
4.0,6.0,Undirected,3,22860  125517      43   14202,1.0
5.0,8.0,Undirected,4,20245  107332      18    9920,1.0
6.0,8.0,Undirected,5,19993  107510     131    4540,1.0
7.0,14.0,Undirected,6,19083  94367    155   2931,1.0
8.0,13.0,Undirected,7,16341  83379    156   3729,1.0
8.0,15.0,Undirected,8,16585  85424    221   2944,1.0
9.0,11.0,Undirected,9,23672  103018       0    5391,1.0
10.0,11.0,Undirected,10,22835  104092       0    8547,1.0
11.0,13.0,Undirected,11,17985  84163    167   2241,1.0
11.0,42.0,Undirected,12,18337  87060    202   7339,1.0
12.0,17.0,Undirected,13,16497  73364     96   2123,1.0
12.0,25.0,Undirected,14,21200  87217    161   2646,1.0
12.0,28.0,Undirected,15,23708  93997    246   3122,1.0
12.0,30.0,Undirected,16,17638  76540    101   1778,1.0
12.0,42.0,Undirected,17,19034  82503    117   1165,1.0
13.0,16.0,Undirected,18,17155  79038     82   1509,1.0
13.0,42.0,Undirected,19,18479  84091    170   1610,1.0
14.0,15.0,Undirected,20,16618  81272    142   2872,1.0
14.0,16.0,Undirected,21,16291  79222    190   2038,1.0
14.0,17.0,Undirected,22,14242  73485    367   5634,1.0
14.0,31.0,Undirected,23,15442  74467     65   1870,1.0
15.0,17.0,Undirected,24,15656  76641    157   2619,1.0
16.0,17.0,Undirected,25,15523  74539    185   2840,1.0
17.0,18.0,Undirected,26,16501  77830    121   1275,1.0
17.0,30.0,Undirected,27,14582  70668    244   5178,1.0
18.0,19.0,Undirected,28,15177  74080    202   1775,1.0
18.0,31.0,Undirected,29,15181  73478    120   2250,1.0
19.0,20.0,Undirected,30,15478  77083    211   4079,1.0
19.0,21.0,Undirected,31,16696  84942    313   4614,1.0
19.0,32.0,Undirected,32,17247  87541    200   2920,1.0
20.0,21.0,Undirected,33,17183  82342    210   4742,1.0
20.0,30.0,Undirected,34,16359  77968    113   2206,1.0
21.0,22.0,Undirected,35,22458  100613     167    2415,1.0
22.0,23.0,Undirected,36,23304  107895     313    5252,1.0
24.0,25.0,Undirected,37,26677  102748     574    6941,1.0
24.0,26.0,Undirected,38,30998  113481     135    2196,1.0
24.0,30.0,Undirected,39,21280  90388    168   2216,1.0
25.0,27.0,Undirected,40,30011  111402     419    6676,1.0
27.0,29.0,Undirected,41,31302  115797     201    7133,1.0
31.0,32.0,Undirected,42,15781  79632    114   3101,1.0
31.0,33.0,Undirected,43,17851  89398    196   2731,1.0
32.0,34.0,Undirected,44,18984  100299     263    2743,1.0
32.0,37.0,Undirected,45,17925  91429    177   3497,1.0
33.0,37.0,Undirected,46,17693  92174    199   5977,1.0
34.0,35.0,Undirected,47,22201  119411     541    6067,1.0
34.0,36.0,Undirected,48,21436  114363     390    5875,1.0
37.0,38.0,Undirected,49,22506  110917     141    3958,1.0
37.0,39.0,Undirected,50,22626  110249     517    9198,1.0
38.0,40.0,Undirected,51,26787  133300     416   10830,1.0
38.0,41.0,Undirected,52,25773  126625     584    9168,1.0
