Source,Target,Type,Id,Label,Weight
5.0,8.0,Undirected,0,15  20   0   0,1.0
8.0,15.0,Undirected,1,15  20   0   0,1.0
9.0,11.0,Undirected,2,47  50   0   0,1.0
11.0,42.0,Undirected,3,64  70   1   0,1.0
12.0,25.0,Undirected,4,17  20   0   0,1.0
12.0,42.0,Undirected,5,17  20   0   0,1.0
13.0,16.0,Undirected,6,11  14   0   0,1.0
14.0,16.0,Undirected,7,11  14   0   0,1.0
14.0,31.0,Undirected,8,11  14   0   0,1.0
15.0,17.0,Undirected,9,15  20   0   0,1.0
17.0,30.0,Undirected,10,15  20   0   0,1.0
24.0,25.0,Undirected,11,17  20   0   0,1.0
24.0,26.0,Undirected,12,18  20   0   0,1.0
24.0,30.0,Undirected,13,15  20   0   0,1.0
31.0,33.0,Undirected,14,11  14   0   0,1.0
33.0,37.0,Undirected,15,11  14   0   0,1.0
37.0,38.0,Undirected,16,11  14   0   0,1.0
38.0,41.0,Undirected,17,12  14   0   0,1.0
