Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,6438  11449      2    149,1.0
2.0,7.0,Undirected,1,7106  11857      0      0,1.0
3.0,6.0,Undirected,2,4829  12585     28   1053,1.0
4.0,6.0,Undirected,3,4802  13007      3   1146,1.0
5.0,8.0,Undirected,4,3854  11178     45    972,1.0
6.0,8.0,Undirected,5,3893  10847     77    395,1.0
7.0,14.0,Undirected,6,5094  9711    22    39,1.0
8.0,13.0,Undirected,7,3287  8573    52   185,1.0
8.0,15.0,Undirected,8,2781  8084   120   412,1.0
9.0,11.0,Undirected,9,6166  11083      0    187,1.0
10.0,11.0,Undirected,10,5667  10997      0    266,1.0
11.0,13.0,Undirected,11,4546  9117    33    39,1.0
11.0,42.0,Undirected,12,3857  8319   141   455,1.0
12.0,17.0,Undirected,13,3007  7642    71   251,1.0
12.0,25.0,Undirected,14,3713  9420    57    87,1.0
12.0,28.0,Undirected,15,4841  9659    41    67,1.0
12.0,30.0,Undirected,16,3360  7971    27    49,1.0
12.0,42.0,Undirected,17,3581  7945    44    97,1.0
13.0,16.0,Undirected,18,3576  8071    36   100,1.0
13.0,42.0,Undirected,19,3667  8014    12    32,1.0
14.0,15.0,Undirected,20,3124  7833    70   173,1.0
14.0,16.0,Undirected,21,3102  7306    90   109,1.0
14.0,17.0,Undirected,22,2590  6943    45   196,1.0
14.0,31.0,Undirected,23,3486  7743    53   143,1.0
15.0,17.0,Undirected,24,2578  7171    75   277,1.0
16.0,17.0,Undirected,25,2951  7770    60   230,1.0
17.0,18.0,Undirected,26,2974  7443    34    67,1.0
17.0,30.0,Undirected,27,2201  6906   213   521,1.0
18.0,19.0,Undirected,28,2950  7153    35   116,1.0
18.0,31.0,Undirected,29,3425  7890    45   134,1.0
19.0,20.0,Undirected,30,3244  8247    99   231,1.0
19.0,21.0,Undirected,31,3181  8339    92   177,1.0
19.0,32.0,Undirected,32,3869  8236    15   108,1.0
20.0,21.0,Undirected,33,3397  8548   135   435,1.0
20.0,30.0,Undirected,34,3457  8370    47   172,1.0
21.0,22.0,Undirected,35,4988  10768     86     73,1.0
22.0,23.0,Undirected,36,4891  10586    100    236,1.0
24.0,25.0,Undirected,37,3564  9583   238   657,1.0
24.0,26.0,Undirected,38,5085  10956     61    148,1.0
24.0,30.0,Undirected,39,3562  8853    46   102,1.0
25.0,27.0,Undirected,40,4352  10457    203    393,1.0
27.0,29.0,Undirected,41,4572  10926     61    564,1.0
31.0,32.0,Undirected,42,3819  7970    17    14,1.0
31.0,33.0,Undirected,43,4303  8553    43   108,1.0
32.0,34.0,Undirected,44,4741  9768    82    97,1.0
32.0,37.0,Undirected,45,4625  9824    22    23,1.0
33.0,37.0,Undirected,46,4550  9218    41   253,1.0
34.0,35.0,Undirected,47,5517  11086     90    213,1.0
34.0,36.0,Undirected,48,5744  11462    160    191,1.0
37.0,38.0,Undirected,49,5798  10516      3     67,1.0
37.0,39.0,Undirected,50,5671  11584    152    170,1.0
38.0,40.0,Undirected,51,7763  13168     16    147,1.0
38.0,41.0,Undirected,52,7829  13031     16    341,1.0
