Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,283  788    0   16,1.0
2.0,7.0,Undirected,1,225  687    0   30,1.0
3.0,6.0,Undirected,2,132  400    0   19,1.0
4.0,6.0,Undirected,3,100  349    0   26,1.0
5.0,8.0,Undirected,4,70  212    0   12,1.0
6.0,8.0,Undirected,5,165  399    1   12,1.0
7.0,14.0,Undirected,6,218  612    2   13,1.0
8.0,13.0,Undirected,7,62  182    1    3,1.0
8.0,15.0,Undirected,8,124  394    2    8,1.0
9.0,11.0,Undirected,9,205  422    0    5,1.0
10.0,11.0,Undirected,10,222  494    0   17,1.0
11.0,13.0,Undirected,11,76  213    0    6,1.0
11.0,42.0,Undirected,12,109  365    1    3,1.0
12.0,17.0,Undirected,13,138  422    0    5,1.0
12.0,25.0,Undirected,14,119  350    0    3,1.0
12.0,28.0,Undirected,15,277  617    6   10,1.0
12.0,30.0,Undirected,16,115  429    2    3,1.0
12.0,42.0,Undirected,17,93  247    1    1,1.0
13.0,16.0,Undirected,18,101  282    0    1,1.0
13.0,42.0,Undirected,19,60  186    1    1,1.0
14.0,15.0,Undirected,20,151  499    4    7,1.0
14.0,16.0,Undirected,21,133  377    4    9,1.0
14.0,17.0,Undirected,22,63  269    2    9,1.0
14.0,31.0,Undirected,23,96  283    2    3,1.0
15.0,17.0,Undirected,24,36  157    0    2,1.0
16.0,17.0,Undirected,25,134  325    0    3,1.0
17.0,18.0,Undirected,26,66  245    0    2,1.0
17.0,30.0,Undirected,27,125  462    6   10,1.0
18.0,19.0,Undirected,28,73  203    1    6,1.0
18.0,31.0,Undirected,29,141  362    2    8,1.0
19.0,20.0,Undirected,30,74  253    5   18,1.0
19.0,21.0,Undirected,31,121  352    4   14,1.0
19.0,32.0,Undirected,32,72  283    1   10,1.0
20.0,21.0,Undirected,33,76  216    0   14,1.0
20.0,30.0,Undirected,34,140  423    1   11,1.0
21.0,22.0,Undirected,35,169  335    3   11,1.0
22.0,23.0,Undirected,36,155  319    1   24,1.0
24.0,25.0,Undirected,37,128  454    5   15,1.0
24.0,26.0,Undirected,38,157  390    2    2,1.0
24.0,30.0,Undirected,39,133  378    1   10,1.0
25.0,27.0,Undirected,40,181  507    8   19,1.0
27.0,29.0,Undirected,41,247  756    4   35,1.0
31.0,32.0,Undirected,42,102  277    3    7,1.0
31.0,33.0,Undirected,43,89  249    0    1,1.0
32.0,34.0,Undirected,44,94  325    0   10,1.0
32.0,37.0,Undirected,45,104  373    1   10,1.0
33.0,37.0,Undirected,46,138  385    0   11,1.0
34.0,35.0,Undirected,47,185  482    7   26,1.0
34.0,36.0,Undirected,48,147  403    3   27,1.0
37.0,38.0,Undirected,49,151  368    4    7,1.0
37.0,39.0,Undirected,50,156  344    4   11,1.0
38.0,40.0,Undirected,51,129  409    4   16,1.0
38.0,41.0,Undirected,52,162  491    5   20,1.0
