Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,427  1473    24    96,1.0
2.0,7.0,Undirected,1,586  1690    10   120,1.0
3.0,6.0,Undirected,2,359  1391     7    90,1.0
4.0,6.0,Undirected,3,648  1729    10   240,1.0
5.0,8.0,Undirected,4,1122  2450    24   133,1.0
6.0,8.0,Undirected,5,1124  3776    59   119,1.0
7.0,14.0,Undirected,6,1451  4668    78   133,1.0
8.0,13.0,Undirected,7,835  2205    23    58,1.0
8.0,15.0,Undirected,8,1503  5216    70   173,1.0
9.0,11.0,Undirected,9,399  990    5   38,1.0
10.0,11.0,Undirected,10,981  1888    12    62,1.0
11.0,13.0,Undirected,11,774  2175    22    43,1.0
11.0,42.0,Undirected,12,782  1951    51    90,1.0
12.0,17.0,Undirected,13,1521  4744    79   122,1.0
12.0,25.0,Undirected,14,1910  5263    62   103,1.0
12.0,28.0,Undirected,15,1316  2897    44    67,1.0
12.0,30.0,Undirected,16,1140  2976    15    32,1.0
12.0,42.0,Undirected,17,1743  4263    21    42,1.0
13.0,16.0,Undirected,18,1012  2935    20    40,1.0
13.0,42.0,Undirected,19,761  2008     6    14,1.0
14.0,15.0,Undirected,20,941  3341    36    84,1.0
14.0,16.0,Undirected,21,1086  3025    32    74,1.0
14.0,17.0,Undirected,22,782  2756    67   154,1.0
14.0,31.0,Undirected,23,2085  6767   113   219,1.0
15.0,17.0,Undirected,24,1149  3570    37    88,1.0
16.0,17.0,Undirected,25,761  2149    33    58,1.0
17.0,18.0,Undirected,26,1104  3225    19    40,1.0
17.0,30.0,Undirected,27,897  3179    89   181,1.0
18.0,19.0,Undirected,28,589  1819    22    35,1.0
18.0,31.0,Undirected,29,581  1839    14    35,1.0
19.0,20.0,Undirected,30,868  2708    62   123,1.0
19.0,21.0,Undirected,31,636  1955    23    44,1.0
19.0,32.0,Undirected,32,1254  3871    17    55,1.0
20.0,21.0,Undirected,33,763  2425    40    95,1.0
20.0,30.0,Undirected,34,1809  5888    57   155,1.0
21.0,22.0,Undirected,35,927  2794    19    39,1.0
22.0,23.0,Undirected,36,689  1562    41    22,1.0
24.0,25.0,Undirected,37,485  1207    50    66,1.0
24.0,26.0,Undirected,38,484  1339     7    14,1.0
24.0,30.0,Undirected,39,1085  3718    51   105,1.0
25.0,27.0,Undirected,40,1047  2833    77   151,1.0
27.0,29.0,Undirected,41,958  1973    69    43,1.0
31.0,32.0,Undirected,42,1346  4309    41    93,1.0
31.0,33.0,Undirected,43,1002  3120    34    73,1.0
32.0,34.0,Undirected,44,1158  3511    36    79,1.0
32.0,37.0,Undirected,45,1291  4353    40   105,1.0
33.0,37.0,Undirected,46,751  2258    43    96,1.0
34.0,35.0,Undirected,47,500  1255    41    87,1.0
34.0,36.0,Undirected,48,587  1376    27    49,1.0
37.0,38.0,Undirected,49,1547  4472    53    88,1.0
37.0,39.0,Undirected,50,657  1593    42    48,1.0
38.0,40.0,Undirected,51,887  1684    73    37,1.0
38.0,41.0,Undirected,52,494  1431    24    52,1.0
