Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,245  298  125  125,1.0
2.0,7.0,Undirected,1,90  122   17   77,1.0
3.0,6.0,Undirected,2,118  135   88  118,1.0
4.0,6.0,Undirected,3,194  238  178   51,1.0
5.0,8.0,Undirected,4,121  175  148  184,1.0
6.0,8.0,Undirected,5,345  423    0    0,1.0
7.0,14.0,Undirected,6,420  537  162  165,1.0
8.0,13.0,Undirected,7,54  68   0   0,1.0
8.0,15.0,Undirected,8,526  682   97   54,1.0
9.0,11.0,Undirected,9,260  284  312  313,1.0
10.0,11.0,Undirected,10,125  147    0    0,1.0
11.0,13.0,Undirected,11,286  332   30  103,1.0
11.0,42.0,Undirected,12,84  92  85   4,1.0
12.0,17.0,Undirected,13,205  241    0  156,1.0
12.0,25.0,Undirected,14,107  149   27   35,1.0
12.0,28.0,Undirected,15,53  63  32   0,1.0
12.0,30.0,Undirected,16,218  241   51   77,1.0
12.0,42.0,Undirected,17,220  241   54   58,1.0
13.0,16.0,Undirected,18,453  524   43    5,1.0
13.0,42.0,Undirected,19,119  140    0    0,1.0
14.0,15.0,Undirected,20,234  355    0    0,1.0
14.0,16.0,Undirected,21,402  461    0    0,1.0
14.0,17.0,Undirected,22,265  300    0    0,1.0
14.0,31.0,Undirected,23,658  847  154   78,1.0
15.0,17.0,Undirected,24,249  285   63  105,1.0
16.0,17.0,Undirected,25,168  180    0    0,1.0
17.0,18.0,Undirected,26,170  210    0    0,1.0
17.0,30.0,Undirected,27,322  361   68   82,1.0
18.0,19.0,Undirected,28,158  206   61  159,1.0
18.0,31.0,Undirected,29,95  161   49   69,1.0
19.0,20.0,Undirected,30,272  309   93  150,1.0
19.0,21.0,Undirected,31,93  131   12   12,1.0
19.0,32.0,Undirected,32,334  370    0  136,1.0
20.0,21.0,Undirected,33,298  337    0    0,1.0
20.0,30.0,Undirected,34,596  673    0    0,1.0
21.0,22.0,Undirected,35,204  246    0    0,1.0
22.0,23.0,Undirected,36,71  88  20  32,1.0
24.0,25.0,Undirected,37,153  187   74   76,1.0
24.0,26.0,Undirected,38,111  128   27   27,1.0
24.0,30.0,Undirected,39,592  641    0    0,1.0
25.0,27.0,Undirected,40,190  242  138  141,1.0
27.0,29.0,Undirected,41,134  154  101   62,1.0
31.0,32.0,Undirected,42,233  340    0    0,1.0
31.0,33.0,Undirected,43,230  300    0    0,1.0
32.0,34.0,Undirected,44,408  502  145    8,1.0
32.0,37.0,Undirected,45,452  513   21   17,1.0
33.0,37.0,Undirected,46,250  313  191   94,1.0
34.0,35.0,Undirected,47,109  130   63  103,1.0
34.0,36.0,Undirected,48,211  265   15  202,1.0
37.0,38.0,Undirected,49,238  326   17   38,1.0
37.0,39.0,Undirected,50,72  75   0  72,1.0
38.0,40.0,Undirected,51,91  106   42   21,1.0
38.0,41.0,Undirected,52,66  122   44    0,1.0
