Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,231  535    0   14,1.0
2.0,7.0,Undirected,1,456  889    0    5,1.0
3.0,6.0,Undirected,2,206  355    0   13,1.0
4.0,6.0,Undirected,3,228  332    0   13,1.0
5.0,8.0,Undirected,4,253  417    0    9,1.0
6.0,8.0,Undirected,5,178  291    0    3,1.0
7.0,14.0,Undirected,6,136  336    0    8,1.0
8.0,13.0,Undirected,7,116  260    3    3,1.0
8.0,15.0,Undirected,8,179  395    1    2,1.0
9.0,11.0,Undirected,9,323  651    0    7,1.0
10.0,11.0,Undirected,10,268  380    0    5,1.0
11.0,13.0,Undirected,11,198  345    0    1,1.0
11.0,42.0,Undirected,12,313  531    1   13,1.0
12.0,17.0,Undirected,13,164  300    1    1,1.0
12.0,25.0,Undirected,14,197  324    3    2,1.0
12.0,28.0,Undirected,15,190  384    1    1,1.0
12.0,30.0,Undirected,16,132  244    0    1,1.0
12.0,42.0,Undirected,17,245  426    1    0,1.0
13.0,16.0,Undirected,18,185  316    0    1,1.0
13.0,42.0,Undirected,19,292  541    0    0,1.0
14.0,15.0,Undirected,20,85  169    1    0,1.0
14.0,16.0,Undirected,21,175  305    1    3,1.0
14.0,17.0,Undirected,22,135  282    4    8,1.0
14.0,31.0,Undirected,23,257  400    1    5,1.0
15.0,17.0,Undirected,24,124  230    0    1,1.0
16.0,17.0,Undirected,25,152  252    0    2,1.0
17.0,18.0,Undirected,26,168  299    1    1,1.0
17.0,30.0,Undirected,27,80  149    0    1,1.0
18.0,19.0,Undirected,28,98  268    2    0,1.0
18.0,31.0,Undirected,29,303  550    0    0,1.0
19.0,20.0,Undirected,30,178  401    3    3,1.0
19.0,21.0,Undirected,31,225  396    2    0,1.0
19.0,32.0,Undirected,32,310  541    2    1,1.0
20.0,21.0,Undirected,33,274  594    2    7,1.0
20.0,30.0,Undirected,34,141  237    1    2,1.0
21.0,22.0,Undirected,35,271  544    1    2,1.0
22.0,23.0,Undirected,36,239  464    3    4,1.0
24.0,25.0,Undirected,37,139  255    1    0,1.0
24.0,26.0,Undirected,38,197  374    2    2,1.0
24.0,30.0,Undirected,39,125  237    2    2,1.0
25.0,27.0,Undirected,40,209  360    3    4,1.0
27.0,29.0,Undirected,41,179  263    0    5,1.0
31.0,32.0,Undirected,42,284  419    2    0,1.0
31.0,33.0,Undirected,43,158  250    1    1,1.0
32.0,34.0,Undirected,44,249  342    1    0,1.0
32.0,37.0,Undirected,45,149  251    2    1,1.0
33.0,37.0,Undirected,46,190  353    1    2,1.0
34.0,35.0,Undirected,47,296  398    0    0,1.0
34.0,36.0,Undirected,48,270  371    1    0,1.0
37.0,38.0,Undirected,49,270  414    2    0,1.0
37.0,39.0,Undirected,50,203  281    1    2,1.0
38.0,40.0,Undirected,51,342  418    1    1,1.0
38.0,41.0,Undirected,52,485  672    3    2,1.0
