Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,6167  6536     0     0,1.0
2.0,7.0,Undirected,1,5059  5395     0     0,1.0
3.0,6.0,Undirected,2,5694  6054     0     0,1.0
4.0,6.0,Undirected,3,6283  6645     0     0,1.0
5.0,8.0,Undirected,4,3606  3956     0     0,1.0
6.0,8.0,Undirected,5,4753  5124     0     0,1.0
7.0,14.0,Undirected,6,4085  4417     0     0,1.0
8.0,13.0,Undirected,7,3342  3971     0     0,1.0
8.0,15.0,Undirected,8,3112  3406     0     0,1.0
9.0,11.0,Undirected,9,4517  6334     0     0,1.0
10.0,11.0,Undirected,10,3148  4064     0     0,1.0
11.0,13.0,Undirected,11,3973  5117     0     0,1.0
11.0,42.0,Undirected,12,2344  4813    22  2461,1.0
12.0,17.0,Undirected,13,2364  2839     0     0,1.0
12.0,25.0,Undirected,14,3592  4242     0     0,1.0
12.0,28.0,Undirected,15,3937  4767     0     0,1.0
12.0,30.0,Undirected,16,3074  4194     7   873,1.0
12.0,42.0,Undirected,17,3063  4174     0     0,1.0
13.0,16.0,Undirected,18,3821  4388     0     0,1.0
13.0,42.0,Undirected,19,3765  4798     0     0,1.0
14.0,15.0,Undirected,20,3197  3525     0     0,1.0
14.0,16.0,Undirected,21,3495  3918     0     0,1.0
14.0,17.0,Undirected,22,2708  3034     0     0,1.0
14.0,31.0,Undirected,23,3745  4122     0     0,1.0
15.0,17.0,Undirected,24,3008  3321     0     0,1.0
16.0,17.0,Undirected,25,3078  3406     0     0,1.0
17.0,18.0,Undirected,26,3288  3571     0     0,1.0
17.0,30.0,Undirected,27,3036  3613     0     0,1.0
18.0,19.0,Undirected,28,3564  3825     0     0,1.0
18.0,31.0,Undirected,29,3609  3884     0     0,1.0
19.0,20.0,Undirected,30,3164  3605     0     0,1.0
19.0,21.0,Undirected,31,3388  3769     0     0,1.0
19.0,32.0,Undirected,32,3880  4501     0     0,1.0
20.0,21.0,Undirected,33,3461  3808     0     0,1.0
20.0,30.0,Undirected,34,3541  4077     0     0,1.0
21.0,22.0,Undirected,35,4463  4800     0     0,1.0
22.0,23.0,Undirected,36,5520  5822     0     0,1.0
24.0,25.0,Undirected,37,5072  5640     0     0,1.0
24.0,26.0,Undirected,38,5219  5771     0     0,1.0
24.0,30.0,Undirected,39,3686  4230     0     0,1.0
25.0,27.0,Undirected,40,5513  6091     0     0,1.0
27.0,29.0,Undirected,41,6205  6712     0     0,1.0
31.0,32.0,Undirected,42,3455  3923     0     0,1.0
31.0,33.0,Undirected,43,4068  4599     0     0,1.0
32.0,34.0,Undirected,44,3357  4402     6  1666,1.0
32.0,37.0,Undirected,45,4127  4833     0     0,1.0
33.0,37.0,Undirected,46,3708  4402     0     0,1.0
34.0,35.0,Undirected,47,5094  5745     0     0,1.0
34.0,36.0,Undirected,48,5143  6026     0     0,1.0
37.0,38.0,Undirected,49,4398  5662     0     0,1.0
37.0,39.0,Undirected,50,4787  5778     0     0,1.0
38.0,40.0,Undirected,51,5382  6600     0     0,1.0
38.0,41.0,Undirected,52,5309  7698    26  2560,1.0
