Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,29295  118841       0   10935,1.0
2.0,7.0,Undirected,1,28271  117539      15   11578,1.0
3.0,6.0,Undirected,2,22653  116190      77    7789,1.0
4.0,6.0,Undirected,3,25011  127089      51    9447,1.0
5.0,8.0,Undirected,4,22647  107910       1    8636,1.0
6.0,8.0,Undirected,5,21266  104790     147    3543,1.0
7.0,14.0,Undirected,6,21344  96523     94   4940,1.0
8.0,13.0,Undirected,7,18544  88546    119   3444,1.0
8.0,15.0,Undirected,8,16256  80487    163   2931,1.0
9.0,11.0,Undirected,9,23582  107782       3    3681,1.0
10.0,11.0,Undirected,10,24244  107840       1    7258,1.0
11.0,13.0,Undirected,11,18676  89346    189   2867,1.0
11.0,42.0,Undirected,12,17611  89291    357   6622,1.0
12.0,17.0,Undirected,13,14895  76169     54   2420,1.0
12.0,25.0,Undirected,14,18038  93421    306   5274,1.0
12.0,28.0,Undirected,15,18659  94477    291   4367,1.0
12.0,30.0,Undirected,16,15470  80590    129   1992,1.0
12.0,42.0,Undirected,17,17565  85155    101   1964,1.0
13.0,16.0,Undirected,18,16300  78321     81   1577,1.0
13.0,42.0,Undirected,19,18137  86624     81   1682,1.0
14.0,15.0,Undirected,20,15655  78885    162   2934,1.0
14.0,16.0,Undirected,21,14849  74314    200   3846,1.0
14.0,17.0,Undirected,22,13861  71781    263   4813,1.0
14.0,31.0,Undirected,23,15265  77836    184   3877,1.0
15.0,17.0,Undirected,24,15404  77156     97   2838,1.0
16.0,17.0,Undirected,25,14136  72571    215   4208,1.0
17.0,18.0,Undirected,26,14016  73105    106   1856,1.0
17.0,30.0,Undirected,27,13422  73993    199   5515,1.0
18.0,19.0,Undirected,28,13925  75887     99   3396,1.0
18.0,31.0,Undirected,29,14383  77049    295   4173,1.0
19.0,20.0,Undirected,30,14088  79424    199   6605,1.0
19.0,21.0,Undirected,31,15082  85116    283   7989,1.0
19.0,32.0,Undirected,32,15368  83556     90   3789,1.0
20.0,21.0,Undirected,33,14910  85957    312   7616,1.0
20.0,30.0,Undirected,34,14561  80430    145   3424,1.0
21.0,22.0,Undirected,35,18899  105741     200    5156,1.0
22.0,23.0,Undirected,36,19301  109338     372   10615,1.0
24.0,25.0,Undirected,37,18682  98871    262   9408,1.0
24.0,26.0,Undirected,38,21710  106622     183    4399,1.0
24.0,30.0,Undirected,39,16563  87955    180   4850,1.0
25.0,27.0,Undirected,40,21162  106701     400   11201,1.0
27.0,29.0,Undirected,41,22966  114668     133   12386,1.0
31.0,32.0,Undirected,42,15353  81364    198   4949,1.0
31.0,33.0,Undirected,43,16906  87900    174   4563,1.0
32.0,34.0,Undirected,44,18610  96803    259   4587,1.0
32.0,37.0,Undirected,45,17275  92114    162   4249,1.0
33.0,37.0,Undirected,46,17421  91354    287   9757,1.0
34.0,35.0,Undirected,47,24020  122648     345   10697,1.0
34.0,36.0,Undirected,48,23698  123486     474   11124,1.0
37.0,38.0,Undirected,49,20619  105194     206    6534,1.0
37.0,39.0,Undirected,50,19844  104876     429   10311,1.0
38.0,40.0,Undirected,51,24464  126126     532   14679,1.0
38.0,41.0,Undirected,52,24547  123632     309   13201,1.0
