Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,4574  4930     0     0,1.0
2.0,7.0,Undirected,1,3852  4278     0     0,1.0
3.0,6.0,Undirected,2,5486  6406     0     0,1.0
4.0,6.0,Undirected,3,6182  6950     0     0,1.0
5.0,8.0,Undirected,4,3905  6076     0  2166,1.0
6.0,8.0,Undirected,5,5174  6409     0     0,1.0
7.0,14.0,Undirected,6,2617  3148     0     0,1.0
8.0,13.0,Undirected,7,4101  5156     0     0,1.0
8.0,15.0,Undirected,8,4669  5235     0     0,1.0
9.0,11.0,Undirected,9,3417  3863     0     0,1.0
10.0,11.0,Undirected,10,5338  6065     0     0,1.0
11.0,13.0,Undirected,11,4131  4865     0     0,1.0
11.0,42.0,Undirected,12,3495  3981     0     0,1.0
12.0,17.0,Undirected,13,2474  2760     0     0,1.0
12.0,25.0,Undirected,14,4759  5051     0     0,1.0
12.0,28.0,Undirected,15,3944  4253     0     0,1.0
12.0,30.0,Undirected,16,3143  3414     0     0,1.0
12.0,42.0,Undirected,17,3589  3969     0     0,1.0
13.0,16.0,Undirected,18,3169  4487     0     0,1.0
13.0,42.0,Undirected,19,3575  4279     0     0,1.0
14.0,15.0,Undirected,20,3235  3950     0     0,1.0
14.0,16.0,Undirected,21,1884  4003    26  2286,1.0
14.0,17.0,Undirected,22,2726  3226     0     0,1.0
14.0,31.0,Undirected,23,3371  4170     0     0,1.0
15.0,17.0,Undirected,24,3518  3951     0     0,1.0
16.0,17.0,Undirected,25,3085  3722     0     0,1.0
17.0,18.0,Undirected,26,3572  3820     0     0,1.0
17.0,30.0,Undirected,27,3352  3802     0     0,1.0
18.0,19.0,Undirected,28,3685  3971     0     0,1.0
18.0,31.0,Undirected,29,3580  3952     0     0,1.0
19.0,20.0,Undirected,30,3283  3566     0     0,1.0
19.0,21.0,Undirected,31,3563  3742     0     0,1.0
19.0,32.0,Undirected,32,3422  3901     0     0,1.0
20.0,21.0,Undirected,33,3870  4163     0     0,1.0
20.0,30.0,Undirected,34,2949  3180     0     0,1.0
21.0,22.0,Undirected,35,4902  5238     0     0,1.0
22.0,23.0,Undirected,36,4969  5251     0     0,1.0
24.0,25.0,Undirected,37,4646  4981     0     0,1.0
24.0,26.0,Undirected,38,4172  4401     0     0,1.0
24.0,30.0,Undirected,39,3846  4129     0     0,1.0
25.0,27.0,Undirected,40,5831  6174     0     0,1.0
27.0,29.0,Undirected,41,5806  6130     0     0,1.0
31.0,32.0,Undirected,42,3857  4591     0     0,1.0
31.0,33.0,Undirected,43,4118  5150     0     0,1.0
32.0,34.0,Undirected,44,4574  5348     0     0,1.0
32.0,37.0,Undirected,45,3375  4598     0     0,1.0
33.0,37.0,Undirected,46,3635  4858     0     0,1.0
34.0,35.0,Undirected,47,4749  5445     0     0,1.0
34.0,36.0,Undirected,48,7069  7746     0     0,1.0
37.0,38.0,Undirected,49,3855  4937     0     0,1.0
37.0,39.0,Undirected,50,2464  5648    22  3620,1.0
38.0,40.0,Undirected,51,5485  6157     0     0,1.0
38.0,41.0,Undirected,52,5808  6480     0     0,1.0
