Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,1089  3989     1   137,1.0
2.0,7.0,Undirected,1,1419  5243     0   189,1.0
3.0,6.0,Undirected,2,2258  6950     2   275,1.0
4.0,6.0,Undirected,3,2244  6909     3   289,1.0
5.0,8.0,Undirected,4,2220  6620     0   172,1.0
6.0,8.0,Undirected,5,2478  6926    13   127,1.0
7.0,14.0,Undirected,6,1086  4703     7    86,1.0
8.0,13.0,Undirected,7,1345  4346     9    84,1.0
8.0,15.0,Undirected,8,1283  4231     1    59,1.0
9.0,11.0,Undirected,9,1461  4640     0    82,1.0
10.0,11.0,Undirected,10,1229  5114     0   205,1.0
11.0,13.0,Undirected,11,1248  4664     8    39,1.0
11.0,42.0,Undirected,12,1594  5171    17   163,1.0
12.0,17.0,Undirected,13,1109  4397    18   103,1.0
12.0,25.0,Undirected,14,1908  5461    19    65,1.0
12.0,28.0,Undirected,15,1785  4576    15    49,1.0
12.0,30.0,Undirected,16,1093  3214     3    32,1.0
12.0,42.0,Undirected,17,1410  4472     4    22,1.0
13.0,16.0,Undirected,18,991  3498     2    23,1.0
13.0,42.0,Undirected,19,1138  3965     5    35,1.0
14.0,15.0,Undirected,20,1139  3925    13    96,1.0
14.0,16.0,Undirected,21,1400  5078    12    74,1.0
14.0,17.0,Undirected,22,766  3184    10    98,1.0
14.0,31.0,Undirected,23,747  3269     2    58,1.0
15.0,17.0,Undirected,24,856  3108     9    52,1.0
16.0,17.0,Undirected,25,707  2907     5    43,1.0
17.0,18.0,Undirected,26,820  3198     1    33,1.0
17.0,30.0,Undirected,27,746  2876    14   105,1.0
18.0,19.0,Undirected,28,813  3875     6    92,1.0
18.0,31.0,Undirected,29,886  3856    14   106,1.0
19.0,20.0,Undirected,30,802  3855    22   233,1.0
19.0,21.0,Undirected,31,965  4597    16   180,1.0
19.0,32.0,Undirected,32,988  4740    10    99,1.0
20.0,21.0,Undirected,33,879  4181    18   212,1.0
20.0,30.0,Undirected,34,927  3505     5    76,1.0
21.0,22.0,Undirected,35,1391  5089     9    99,1.0
22.0,23.0,Undirected,36,1428  5000     9   198,1.0
24.0,25.0,Undirected,37,1911  5690    21   190,1.0
24.0,26.0,Undirected,38,1731  4362     0    32,1.0
24.0,30.0,Undirected,39,1577  4617     9    36,1.0
25.0,27.0,Undirected,40,1863  4956    19    82,1.0
27.0,29.0,Undirected,41,2161  5628     9   112,1.0
31.0,32.0,Undirected,42,1098  4878    18    91,1.0
31.0,33.0,Undirected,43,1001  4662     9    68,1.0
32.0,34.0,Undirected,44,1214  5492    18    76,1.0
32.0,37.0,Undirected,45,1222  5452     9    96,1.0
33.0,37.0,Undirected,46,1153  5678    19   141,1.0
34.0,35.0,Undirected,47,1447  5901    17   107,1.0
34.0,36.0,Undirected,48,1401  6070    30   141,1.0
37.0,38.0,Undirected,49,1160  5368    17    82,1.0
37.0,39.0,Undirected,50,1167  5580    28   242,1.0
38.0,40.0,Undirected,51,1151  4984    19   147,1.0
38.0,41.0,Undirected,52,1221  5347    10   171,1.0
