Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,4370  9946   114   622,1.0
2.0,7.0,Undirected,1,3759  9441    49   366,1.0
3.0,6.0,Undirected,2,3801  9363   123   639,1.0
4.0,6.0,Undirected,3,4178  9981   153   508,1.0
5.0,8.0,Undirected,4,4484  12227    132   1321,1.0
6.0,8.0,Undirected,5,8525  24975    353    905,1.0
7.0,14.0,Undirected,6,10552  28292    144    417,1.0
8.0,13.0,Undirected,7,7344  16136    217    304,1.0
8.0,15.0,Undirected,8,9935  32494    435    877,1.0
9.0,11.0,Undirected,9,5395  11594     88    381,1.0
10.0,11.0,Undirected,10,4790  10204    126    758,1.0
11.0,13.0,Undirected,11,7714  18612    206    382,1.0
11.0,42.0,Undirected,12,3990  11401    216    564,1.0
12.0,17.0,Undirected,13,7390  21975    237    605,1.0
12.0,25.0,Undirected,14,8367  24061    317    747,1.0
12.0,28.0,Undirected,15,4782  10499    160    214,1.0
12.0,30.0,Undirected,16,5574  13935    158    241,1.0
12.0,42.0,Undirected,17,8600  21595    125    163,1.0
13.0,16.0,Undirected,18,8427  20849    184    311,1.0
13.0,42.0,Undirected,19,4552  9988    84   124,1.0
14.0,15.0,Undirected,20,6734  20220    234    481,1.0
14.0,16.0,Undirected,21,7717  19713    253    380,1.0
14.0,17.0,Undirected,22,5456  17242    350    960,1.0
14.0,31.0,Undirected,23,15889  45891    512    934,1.0
15.0,17.0,Undirected,24,6223  18901    279    540,1.0
16.0,17.0,Undirected,25,3600  8915   135   218,1.0
17.0,18.0,Undirected,26,6586  18111    111    215,1.0
17.0,30.0,Undirected,27,6375  20604    487   1183,1.0
18.0,19.0,Undirected,28,4473  11978    106    245,1.0
18.0,31.0,Undirected,29,5519  14154    255    456,1.0
19.0,20.0,Undirected,30,5855  16514    214    348,1.0
19.0,21.0,Undirected,31,4909  12916    294    641,1.0
19.0,32.0,Undirected,32,8523  23648    234    452,1.0
20.0,21.0,Undirected,33,4689  13171    170    305,1.0
20.0,30.0,Undirected,34,9501  28804    257    534,1.0
21.0,22.0,Undirected,35,6706  17984    232    351,1.0
22.0,23.0,Undirected,36,4042  8870   231   187,1.0
24.0,25.0,Undirected,37,3629  10180    260    615,1.0
24.0,26.0,Undirected,38,4805  11374    151    165,1.0
24.0,30.0,Undirected,39,6155  19589    284    777,1.0
25.0,27.0,Undirected,40,5694  16788    522   1144,1.0
27.0,29.0,Undirected,41,3587  8001   225   220,1.0
31.0,32.0,Undirected,42,10863  28698    356    765,1.0
31.0,33.0,Undirected,43,8230  22547    306    486,1.0
32.0,34.0,Undirected,44,10480  26275    295    534,1.0
32.0,37.0,Undirected,45,9716  25080    232    442,1.0
33.0,37.0,Undirected,46,6151  16475    376    719,1.0
34.0,35.0,Undirected,47,3877  8878   230   340,1.0
34.0,36.0,Undirected,48,4305  8852   186   211,1.0
37.0,38.0,Undirected,49,9715  24139    273    410,1.0
37.0,39.0,Undirected,50,5046  10778    221    292,1.0
38.0,40.0,Undirected,51,4139  8617   203   309,1.0
38.0,41.0,Undirected,52,3974  8373   174   338,1.0
