Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,212  357    0   14,1.0
2.0,7.0,Undirected,1,230  386    0   24,1.0
3.0,6.0,Undirected,2,209  419    0   17,1.0
4.0,6.0,Undirected,3,131  317    0   11,1.0
5.0,8.0,Undirected,4,312  463    0    3,1.0
6.0,8.0,Undirected,5,210  398    0    7,1.0
7.0,14.0,Undirected,6,149  296    2    9,1.0
8.0,13.0,Undirected,7,152  275    0    1,1.0
8.0,15.0,Undirected,8,212  431    1    3,1.0
9.0,11.0,Undirected,9,137  341    0    7,1.0
10.0,11.0,Undirected,10,107  263    0   13,1.0
11.0,13.0,Undirected,11,145  267    2    1,1.0
11.0,42.0,Undirected,12,58  176    2    9,1.0
12.0,17.0,Undirected,13,119  397    1    5,1.0
12.0,25.0,Undirected,14,101  255    1    2,1.0
12.0,28.0,Undirected,15,466  752    4    2,1.0
12.0,30.0,Undirected,16,95  166    0    3,1.0
12.0,42.0,Undirected,17,147  296    2    1,1.0
13.0,16.0,Undirected,18,144  298    0    3,1.0
13.0,42.0,Undirected,19,78  200    1    1,1.0
14.0,15.0,Undirected,20,210  376    3   10,1.0
14.0,16.0,Undirected,21,94  239    3    3,1.0
14.0,17.0,Undirected,22,154  351    5   15,1.0
14.0,31.0,Undirected,23,118  245    0    3,1.0
15.0,17.0,Undirected,24,255  592    3    7,1.0
16.0,17.0,Undirected,25,133  315    0    3,1.0
17.0,18.0,Undirected,26,183  423    0    1,1.0
17.0,30.0,Undirected,27,107  291    2   12,1.0
18.0,19.0,Undirected,28,374  658    5    3,1.0
18.0,31.0,Undirected,29,256  476    0    6,1.0
19.0,20.0,Undirected,30,132  310    0    0,1.0
19.0,21.0,Undirected,31,266  497    6    5,1.0
19.0,32.0,Undirected,32,206  425    1    6,1.0
20.0,21.0,Undirected,33,193  436    2    6,1.0
20.0,30.0,Undirected,34,112  239    0    0,1.0
21.0,22.0,Undirected,35,236  425    0    3,1.0
22.0,23.0,Undirected,36,207  445    1    4,1.0
24.0,25.0,Undirected,37,117  382    5   13,1.0
24.0,26.0,Undirected,38,373  544    0    1,1.0
24.0,30.0,Undirected,39,120  309    2    4,1.0
25.0,27.0,Undirected,40,194  502    4   16,1.0
27.0,29.0,Undirected,41,189  466    3   18,1.0
31.0,32.0,Undirected,42,243  392    0    0,1.0
31.0,33.0,Undirected,43,109  189    0    1,1.0
32.0,34.0,Undirected,44,330  452    1    0,1.0
32.0,37.0,Undirected,45,114  195    1    0,1.0
33.0,37.0,Undirected,46,198  332    1    1,1.0
34.0,35.0,Undirected,47,354  490    3    1,1.0
34.0,36.0,Undirected,48,379  498    1    0,1.0
37.0,38.0,Undirected,49,227  392    3    3,1.0
37.0,39.0,Undirected,50,208  329    1    3,1.0
38.0,40.0,Undirected,51,222  417    2    4,1.0
38.0,41.0,Undirected,52,329  614   10    5,1.0
