Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,531  626    0    8,1.0
2.0,7.0,Undirected,1,291  378    1    3,1.0
3.0,6.0,Undirected,2,696  819    0    0,1.0
4.0,6.0,Undirected,3,467  567    0    0,1.0
5.0,8.0,Undirected,4,342  461    0    0,1.0
6.0,8.0,Undirected,5,1324  1666     1     3,1.0
7.0,14.0,Undirected,6,1155  1584     6     3,1.0
8.0,13.0,Undirected,7,423  483    0    0,1.0
8.0,15.0,Undirected,8,1301  1797     3     2,1.0
9.0,11.0,Undirected,9,569  725    0    4,1.0
10.0,11.0,Undirected,10,414  668    1    3,1.0
11.0,13.0,Undirected,11,470  612    3    0,1.0
11.0,42.0,Undirected,12,417  738    3    2,1.0
12.0,17.0,Undirected,13,901  1147     4     6,1.0
12.0,25.0,Undirected,14,888  1150     3     2,1.0
12.0,28.0,Undirected,15,913  1047     3     3,1.0
12.0,30.0,Undirected,16,305  436    0    0,1.0
12.0,42.0,Undirected,17,788  974    2    1,1.0
13.0,16.0,Undirected,18,698  887    1    1,1.0
13.0,42.0,Undirected,19,390  426    1    0,1.0
14.0,15.0,Undirected,20,932  1376    10     4,1.0
14.0,16.0,Undirected,21,470  667    1    0,1.0
14.0,17.0,Undirected,22,831  1052     1     1,1.0
14.0,31.0,Undirected,23,1689  2336    12    12,1.0
15.0,17.0,Undirected,24,821  1083     6     1,1.0
16.0,17.0,Undirected,25,68  133    0    1,1.0
17.0,18.0,Undirected,26,767  1030     3     2,1.0
17.0,30.0,Undirected,27,708  985    5    4,1.0
18.0,19.0,Undirected,28,710  998    2    1,1.0
18.0,31.0,Undirected,29,352  574    1    1,1.0
19.0,20.0,Undirected,30,456  686    1    1,1.0
19.0,21.0,Undirected,31,772  937    2    3,1.0
19.0,32.0,Undirected,32,838  1232     6     3,1.0
20.0,21.0,Undirected,33,640  875    3    2,1.0
20.0,30.0,Undirected,34,1145  1615     2     3,1.0
21.0,22.0,Undirected,35,1203  1516     1     3,1.0
22.0,23.0,Undirected,36,347  440    0    4,1.0
24.0,25.0,Undirected,37,430  612    5    3,1.0
24.0,26.0,Undirected,38,526  604    1    0,1.0
24.0,30.0,Undirected,39,1014  1352     2     1,1.0
25.0,27.0,Undirected,40,763  1059     3     5,1.0
27.0,29.0,Undirected,41,324  433    1    1,1.0
31.0,32.0,Undirected,42,1020  1676     4     3,1.0
31.0,33.0,Undirected,43,835  1189     6     2,1.0
32.0,34.0,Undirected,44,1206  1731    14     4,1.0
32.0,37.0,Undirected,45,1085  1604     6     0,1.0
33.0,37.0,Undirected,46,719  1110     7    13,1.0
34.0,35.0,Undirected,47,252  367    6   10,1.0
34.0,36.0,Undirected,48,375  441    3    4,1.0
37.0,38.0,Undirected,49,1026  1543     7     5,1.0
37.0,39.0,Undirected,50,309  478    2    1,1.0
38.0,40.0,Undirected,51,360  500    6    3,1.0
38.0,41.0,Undirected,52,457  580    6    3,1.0
