Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,0  24   0   0,1.0
2.0,7.0,Undirected,1,6  38   0   0,1.0
3.0,6.0,Undirected,2,0  31   0   0,1.0
4.0,6.0,Undirected,3,2  32   0   0,1.0
5.0,8.0,Undirected,4,0  42   0   0,1.0
6.0,8.0,Undirected,5,1  83   0   0,1.0
7.0,14.0,Undirected,6,0  72   0   6,1.0
8.0,13.0,Undirected,7,0  45   0   0,1.0
8.0,15.0,Undirected,8,0  99   0   0,1.0
9.0,11.0,Undirected,9,4  37   0   0,1.0
10.0,11.0,Undirected,10,2  51   0   0,1.0
11.0,13.0,Undirected,11,1  70   0   0,1.0
11.0,42.0,Undirected,12,1  42   0   0,1.0
12.0,17.0,Undirected,13,0  59   0   0,1.0
12.0,25.0,Undirected,14,2  61   0   0,1.0
12.0,28.0,Undirected,15,1  44   0   0,1.0
12.0,30.0,Undirected,16,0  66   0   0,1.0
12.0,42.0,Undirected,17,3  65   0   0,1.0
13.0,16.0,Undirected,18,1  52   0   0,1.0
13.0,42.0,Undirected,19,1  30   0   0,1.0
14.0,15.0,Undirected,20,2  55   0   0,1.0
14.0,16.0,Undirected,21,2  48   0   0,1.0
14.0,17.0,Undirected,22,1  46   0   0,1.0
14.0,31.0,Undirected,23,0  104    0    0,1.0
15.0,17.0,Undirected,24,0  46   0   0,1.0
16.0,17.0,Undirected,25,0  19   0   0,1.0
17.0,18.0,Undirected,26,0  50   0   0,1.0
17.0,30.0,Undirected,27,1  49   0   0,1.0
18.0,19.0,Undirected,28,0  25   0   0,1.0
18.0,31.0,Undirected,29,0  21   0   0,1.0
19.0,20.0,Undirected,30,7  56   0   0,1.0
19.0,21.0,Undirected,31,1  41   0   0,1.0
19.0,32.0,Undirected,32,1  75   0   0,1.0
20.0,21.0,Undirected,33,0  39   0   0,1.0
20.0,30.0,Undirected,34,0  102    0    0,1.0
21.0,22.0,Undirected,35,1  40   0   0,1.0
22.0,23.0,Undirected,36,0  22   0   0,1.0
24.0,25.0,Undirected,37,1  32   0   0,1.0
24.0,26.0,Undirected,38,2  18   0   0,1.0
24.0,30.0,Undirected,39,0  56   0   0,1.0
25.0,27.0,Undirected,40,2  30   0   0,1.0
27.0,29.0,Undirected,41,0  12   0   0,1.0
31.0,32.0,Undirected,42,0  75   0   0,1.0
31.0,33.0,Undirected,43,0  41   0   0,1.0
32.0,34.0,Undirected,44,0  62   0   0,1.0
32.0,37.0,Undirected,45,0  74   0   0,1.0
33.0,37.0,Undirected,46,0  32   0   0,1.0
34.0,35.0,Undirected,47,0  22   0   0,1.0
34.0,36.0,Undirected,48,6  31   0   0,1.0
37.0,38.0,Undirected,49,0  58   0   0,1.0
37.0,39.0,Undirected,50,5  36   0   0,1.0
38.0,40.0,Undirected,51,0  13   0   0,1.0
38.0,41.0,Undirected,52,3  36   0   0,1.0
