Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,154  434    0   16,1.0
2.0,7.0,Undirected,1,138  498    0   26,1.0
3.0,6.0,Undirected,2,252  588    0   28,1.0
4.0,6.0,Undirected,3,230  409    0    7,1.0
5.0,8.0,Undirected,4,192  357    0    8,1.0
6.0,8.0,Undirected,5,202  442    0   12,1.0
7.0,14.0,Undirected,6,189  597    3   18,1.0
8.0,13.0,Undirected,7,119  282    2    5,1.0
8.0,15.0,Undirected,8,182  403    3    6,1.0
9.0,11.0,Undirected,9,196  456    0    9,1.0
10.0,11.0,Undirected,10,91  194    0    6,1.0
11.0,13.0,Undirected,11,68  230    0    6,1.0
11.0,42.0,Undirected,12,159  321    0    4,1.0
12.0,17.0,Undirected,13,150  448    1    5,1.0
12.0,25.0,Undirected,14,284  651    4   15,1.0
12.0,28.0,Undirected,15,290  731    3    9,1.0
12.0,30.0,Undirected,16,86  285    1    5,1.0
12.0,42.0,Undirected,17,202  489    0    3,1.0
13.0,16.0,Undirected,18,75  275    2    3,1.0
13.0,42.0,Undirected,19,144  364    1    2,1.0
14.0,15.0,Undirected,20,125  330    1    7,1.0
14.0,16.0,Undirected,21,80  187    1    4,1.0
14.0,17.0,Undirected,22,85  341    3   15,1.0
14.0,31.0,Undirected,23,248  605    2    8,1.0
15.0,17.0,Undirected,24,120  359    1    8,1.0
16.0,17.0,Undirected,25,60  172    2    2,1.0
17.0,18.0,Undirected,26,124  311    0    2,1.0
17.0,30.0,Undirected,27,114  274    2    7,1.0
18.0,19.0,Undirected,28,168  439    6    4,1.0
18.0,31.0,Undirected,29,155  315    0    4,1.0
19.0,20.0,Undirected,30,65  201    2    6,1.0
19.0,21.0,Undirected,31,96  218    0    3,1.0
19.0,32.0,Undirected,32,94  276    1    3,1.0
20.0,21.0,Undirected,33,83  260    2   11,1.0
20.0,30.0,Undirected,34,31  134    1    7,1.0
21.0,22.0,Undirected,35,75  263    1    5,1.0
22.0,23.0,Undirected,36,80  260    2   10,1.0
24.0,25.0,Undirected,37,170  425    2   21,1.0
24.0,26.0,Undirected,38,229  591    2    4,1.0
24.0,30.0,Undirected,39,62  177    2    4,1.0
25.0,27.0,Undirected,40,236  615    7   11,1.0
27.0,29.0,Undirected,41,191  539    1   16,1.0
31.0,32.0,Undirected,42,113  268    0    4,1.0
31.0,33.0,Undirected,43,173  372    1    4,1.0
32.0,34.0,Undirected,44,127  239    1    2,1.0
32.0,37.0,Undirected,45,213  425    1    1,1.0
33.0,37.0,Undirected,46,227  436    3    8,1.0
34.0,35.0,Undirected,47,92  253    4    3,1.0
34.0,36.0,Undirected,48,261  455    0    1,1.0
37.0,38.0,Undirected,49,244  393    0    1,1.0
37.0,39.0,Undirected,50,271  512    8    6,1.0
38.0,40.0,Undirected,51,268  418    0    3,1.0
38.0,41.0,Undirected,52,282  492    6    2,1.0
