Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,2792  7855     0   230,1.0
2.0,7.0,Undirected,1,2654  6303     0   140,1.0
3.0,6.0,Undirected,2,2394  6934     0   244,1.0
4.0,6.0,Undirected,3,2021  6342     1   300,1.0
5.0,8.0,Undirected,4,1458  4912     0   150,1.0
6.0,8.0,Undirected,5,1562  4836     5    99,1.0
7.0,14.0,Undirected,6,1881  5001     9    48,1.0
8.0,13.0,Undirected,7,1763  4793    17    49,1.0
8.0,15.0,Undirected,8,1343  4002     7    48,1.0
9.0,11.0,Undirected,9,3238  6213     0    73,1.0
10.0,11.0,Undirected,10,3955  6912     0    66,1.0
11.0,13.0,Undirected,11,2067  4446     2    27,1.0
11.0,42.0,Undirected,12,2251  5418    45    80,1.0
12.0,17.0,Undirected,13,1334  3646    10    24,1.0
12.0,25.0,Undirected,14,2285  4878     7    17,1.0
12.0,28.0,Undirected,15,1819  4380     9    32,1.0
12.0,30.0,Undirected,16,1209  2982     2    13,1.0
12.0,42.0,Undirected,17,2578  5593     2    17,1.0
13.0,16.0,Undirected,18,1986  4539     4    11,1.0
13.0,42.0,Undirected,19,2033  4762     4    29,1.0
14.0,15.0,Undirected,20,1308  3938    10    24,1.0
14.0,16.0,Undirected,21,1642  4065     6    56,1.0
14.0,17.0,Undirected,22,1390  4320    15    69,1.0
14.0,31.0,Undirected,23,1301  3973     9    12,1.0
15.0,17.0,Undirected,24,1170  3510     8    33,1.0
16.0,17.0,Undirected,25,1813  4598     8    37,1.0
17.0,18.0,Undirected,26,1194  3870     3    19,1.0
17.0,30.0,Undirected,27,1058  2951    10    37,1.0
18.0,19.0,Undirected,28,1031  3492     7    38,1.0
18.0,31.0,Undirected,29,1057  3456     3    12,1.0
19.0,20.0,Undirected,30,833  2932     3    48,1.0
19.0,21.0,Undirected,31,1155  4441    25   120,1.0
19.0,32.0,Undirected,32,1063  3629     9    29,1.0
20.0,21.0,Undirected,33,1130  3820    13    56,1.0
20.0,30.0,Undirected,34,1094  3525     5    40,1.0
21.0,22.0,Undirected,35,1695  5405     6    44,1.0
22.0,23.0,Undirected,36,1665  5272    17    75,1.0
24.0,25.0,Undirected,37,1780  4405    31    52,1.0
24.0,26.0,Undirected,38,2002  3892     5     8,1.0
24.0,30.0,Undirected,39,1328  3706     2    15,1.0
25.0,27.0,Undirected,40,2553  5959    17    59,1.0
27.0,29.0,Undirected,41,2813  5930     6    67,1.0
31.0,32.0,Undirected,42,1184  3768     1     6,1.0
31.0,33.0,Undirected,43,1236  4221    16    43,1.0
32.0,34.0,Undirected,44,1697  4622     8    39,1.0
32.0,37.0,Undirected,45,1393  3872     2     4,1.0
33.0,37.0,Undirected,46,1353  4382    26   105,1.0
34.0,35.0,Undirected,47,2240  5071    20    23,1.0
34.0,36.0,Undirected,48,2252  4766     9    29,1.0
37.0,38.0,Undirected,49,2222  5548     7    21,1.0
37.0,39.0,Undirected,50,1973  4547     7    34,1.0
38.0,40.0,Undirected,51,2577  6784    35    53,1.0
38.0,41.0,Undirected,52,2577  6559    16    42,1.0
