Source,Target,Type,Id,Label,Weight
1.0,7.0,Undirected,0,19888  122006      70   10633,1.0
2.0,7.0,Undirected,1,18735  113912      25    9666,1.0
3.0,6.0,Undirected,2,22945  123432      21    9248,1.0
4.0,6.0,Undirected,3,23132  121633      15    9442,1.0
5.0,8.0,Undirected,4,19475  104117      10    7886,1.0
6.0,8.0,Undirected,5,19410  103711      80    3912,1.0
7.0,14.0,Undirected,6,15594  94316     91   4379,1.0
8.0,13.0,Undirected,7,16529  88524     97   3819,1.0
8.0,15.0,Undirected,8,15256  85107     76   3623,1.0
9.0,11.0,Undirected,9,20299  105614       7    4584,1.0
10.0,11.0,Undirected,10,18583  99600      5   8507,1.0
11.0,13.0,Undirected,11,16986  89752     80   2577,1.0
11.0,42.0,Undirected,12,14987  84645    105   7829,1.0
12.0,17.0,Undirected,13,13755  79427     99   4336,1.0
12.0,25.0,Undirected,14,16016  90852    106   3819,1.0
12.0,28.0,Undirected,15,17787  99348    107   4769,1.0
12.0,30.0,Undirected,16,14018  80077     54   2516,1.0
12.0,42.0,Undirected,17,15944  86523     39   1539,1.0
13.0,16.0,Undirected,18,14464  79391     69   1386,1.0
13.0,42.0,Undirected,19,15659  84627     95   2077,1.0
14.0,15.0,Undirected,20,13802  77858     47   2978,1.0
14.0,16.0,Undirected,21,13272  76728     94   2759,1.0
14.0,17.0,Undirected,22,12868  76107    167   7346,1.0
14.0,31.0,Undirected,23,13859  81583     98   4478,1.0
15.0,17.0,Undirected,24,12855  73255     46   3513,1.0
16.0,17.0,Undirected,25,13687  79255     86   3227,1.0
17.0,18.0,Undirected,26,12320  70736     60   1256,1.0
17.0,30.0,Undirected,27,12682  75882    167   8509,1.0
18.0,19.0,Undirected,28,14355  84663    139   3912,1.0
18.0,31.0,Undirected,29,13350  79404     78   3548,1.0
19.0,20.0,Undirected,30,13767  82537    136   9102,1.0
19.0,21.0,Undirected,31,14700  87765    183   6446,1.0
19.0,32.0,Undirected,32,14420  84438     89   3839,1.0
20.0,21.0,Undirected,33,15049  88660     56   8525,1.0
20.0,30.0,Undirected,34,14374  84548     92   3952,1.0
21.0,22.0,Undirected,35,17065  98609     99   4270,1.0
22.0,23.0,Undirected,36,18645  107015     184    9516,1.0
24.0,25.0,Undirected,37,16566  95867    219   9127,1.0
24.0,26.0,Undirected,38,18660  104382      82    3193,1.0
24.0,30.0,Undirected,39,14980  88090     64   3585,1.0
25.0,27.0,Undirected,40,18648  106680     204    9835,1.0
27.0,29.0,Undirected,41,19871  113380     104   10437,1.0
31.0,32.0,Undirected,42,13499  80249     87   5006,1.0
31.0,33.0,Undirected,43,15193  89441     69   4225,1.0
32.0,34.0,Undirected,44,16289  96180     84   4836,1.0
32.0,37.0,Undirected,45,14576  84770    132   4561,1.0
33.0,37.0,Undirected,46,15637  94533     94   8948,1.0
34.0,35.0,Undirected,47,19783  115967     138   13328,1.0
34.0,36.0,Undirected,48,20096  119229     309   12248,1.0
37.0,38.0,Undirected,49,18448  108043     168    5622,1.0
37.0,39.0,Undirected,50,17726  105120     229   12376,1.0
38.0,40.0,Undirected,51,21484  124305     205   11721,1.0
38.0,41.0,Undirected,52,22128  127869     225   11599,1.0
